citation-key,title,authors,venue,year,url,abstract-summary,reported-metric,reported-value-ma,reported-value-sa,benchmark,backbone-model,architecture,sa-baseline-reported,compute-parity,notes
Yu2026,"SWE-ABS: Adversarial Benchmark Strengthening Exposes Inflated Success Rates on Test-based Benchmark","Boxi Yu, Yang Cao, et al.",ICML 2026 / arXiv 2603.00520,2026,https://arxiv.org/abs/2603.00520,"19.78% of top-30 SWE-bench solutions are semantically incorrect; strengthened tests reduce top agent from 78.8% to 62.2%; exposes evaluation inflation",resolution rate (corrected),NR,62.2% (corrected from 78.8%),SWE-bench Verified (strengthened),top-30 agents,single-agent-frontier,yes,no,"Important methodological caution: inflated SWE-bench scores may overstate frontier single-agent progress; tempers paradox claims"
Antoniades2024,"SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement","Antonis Antoniades, Albert Orwall, Kexun Zhang, Yuxi Xie, Anirudh Goyal, William Wang",arXiv 2410.20285,2024,https://arxiv.org/abs/2410.20285,"Integrates MCTS with LLM agents for software engineering tasks; hybrid value function with self-improvement mechanism; enables backtracking and exploration of alternatives",resolution rate,NR,improved over linear baseline,SWE-bench,Claude 3.5 Sonnet,verifier-critic,yes,no,"Shows sophisticated single-agent search (MCTS) can substitute for multi-agent coordination; supports paradox by replacing multi-agent with smarter search"
MindStudio2026,"From 80% to 93.9%: Why the Claude Mythos SWE-Bench Jump Matters","MindStudio",MindStudio Blog,2026,https://www.mindstudio.ai/blog/claude-mythos-benchmark-results-swe-bench-agentic-coding,"Claude Mythos achieves 93.9% on SWE-bench Verified up from 80% Opus 4.6; represents massive single-model improvement on complex software engineering tasks",SWE-bench Verified,NR,93.9%,SWE-bench Verified,Claude Mythos Preview,single-agent-frontier,yes,no,"Strongest single-agent result to date; 93.9% eliminates most need for multi-agent approaches on this benchmark"
FeatureBench2026,"FeatureBench: Benchmarking Agentic Coding for Complex Feature Development","LiberCoders team",ICLR 2026 / arXiv 2602.10975,2026,https://arxiv.org/abs/2602.10975,"200 tasks from 24 repos; Claude 4.5 Opus achieves only 11.0% despite 74.4% on SWE-bench; exposes gap between bug-fixing and feature development for agentic models",resolution rate,NR,11.0%,FeatureBench,Claude Opus 4.5,single-agent-frontier,yes,no,"Counter-evidence: even frontier models struggle on complex feature dev; suggests multi-agent approaches may still help for harder task types"
APEX2026,"APEX-SWE","APEX team",arXiv 2601.08806,2026,https://arxiv.org/abs/2601.08806,"Benchmarks cross-system integration and observability (84% of real dev work); Claude Opus 4.6 tops at 40.5% Pass@1; all models fail reliably on real-world integration tasks",Pass@1,NR,40.5%,APEX-SWE,"Claude Opus 4.6, Claude Opus 4.5",single-agent-frontier,yes,no,"Shows frontier models still limited on integration tasks beyond single-repo bug fixes; multi-agent might still help for cross-system work"
Sinha2025,"The Illusion of Diminishing Returns: Measuring Long Horizon Execution in LLMs","Akshit Sinha, Arvindh Arun, Shashwat Goel, Steffen Staab, Jonas Geiping",arXiv 2509.09677,2025,https://arxiv.org/abs/2509.09677,"Marginal gains in single-step accuracy compound into exponential improvements for long-horizon tasks; larger models execute significantly more turns correctly; self-conditioning error effect identified",long-horizon task completion,NR,larger models >> smaller models,long-horizon FSM execution,multiple model sizes,single-agent-frontier,yes,no,"Supports paradox: seemingly small model improvements have outsized effects on complex tasks reducing multi-agent need; self-conditioning errors compound in MAS too"
MAESTRO2026,"MAESTRO: Multi-Agent Evaluation Suite for Testing Reliability and Observability","MAESTRO team",arXiv 2601.00481,2026,https://arxiv.org/abs/2601.00481,"12 representative MAS across popular frameworks; MAS architecture dominates resource profiles more than backend model choice; substantial run-to-run variance in performance",cost-latency-accuracy tradeoff,high variance across runs,depends on architecture,MAESTRO suite,multiple models,other,yes,yes,"MAS architecture matters more than model choice; high variance undermines reliability; supports argument that simpler single-agent may be more predictable"
MASEval2026,"MASEval: Extending Multi-Agent Evaluation from Models to Systems","MASEval team",arXiv 2603.08835,2026,https://arxiv.org/abs/2603.08835,"Framework choice matters as much as model choice across 3 benchmarks 3 models 3 frameworks; universal evaluation interface for any agent on any benchmark",system-level performance,framework-dependent,model-dependent,3 benchmarks x 3 models x 3 frameworks,multiple models,other,yes,yes,"Highlights that MAS performance is confounded by framework effects; harder to attribute gains to multi-agent architecture vs engineering"
SiloBench2026,"Silo-Bench: A Scalable Environment for Evaluating Distributed Coordination in Multi-Agent LLM Systems","Silo-Bench team",arXiv 2603.01045,2026,https://arxiv.org/abs/2603.01045,"30 tasks across 3 communication complexity levels; 54 configurations 1620 experiments; agents form correct coordination topologies but fail at reasoning integration; coordination overhead eliminates parallelization gains at scale",coordination accuracy,degrades with scale,single-agent baseline,Silo-Bench,multiple LLMs,cooperation,yes,yes,"Communication-Reasoning Gap: agents coordinate well but can't integrate distributed state; coordination overhead scales worse than model improvement"
SWECompass2025,"SWE-Compass: Towards Unified Evaluation of Agentic Coding Abilities for Large Language Models","SWE-Compass team",arXiv 2511.05459,2025,https://arxiv.org/abs/2511.05459,"2000 instances across 8 task types 10 languages; Claude-Sonnet-4 ranks first under both SWE-Agent (31.8%) and Claude Code (32.9%); reveals hierarchy of difficulty across tasks",resolution rate,NR,32.9% (Claude Code) / 31.8% (SWE-Agent),SWE-Compass,Claude Sonnet 4,single-agent-frontier,yes,no,"Shows single-agent performance varies significantly by task type; some areas still low enough that MAS could help"
Perera2025,"Auto-scaling LLM-based multi-agent systems through dynamic integration of agents","Ravindu Perera, Anuradha Basnayake, Manjusri Wickramasinghe",Frontiers in AI,2025,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1638227/full,"Dynamic Real-Time Agent Generation (DRTAG) outperforms static MAS; automatic creation and integration of new agents driven by task context",task performance,DRTAG > static MAS,NR,conversational and task-specific benchmarks,multiple LLMs,hierarchy,no,unclear,"Shows dynamic MAS can outperform static MAS but does not compare against single frontier agent; architectural improvement within MAS paradigm"
MultiAgentBench2025,"MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents","MultiAgentBench team",ACL 2025,2025,https://arxiv.org/abs/2503.01935,"Modular benchmark for multi-agent collaboration and competition; graph topology performs best; cognitive planning improves milestone rates by 3%; GPT-4o-mini achieves highest average task score",task score + milestone rate,varies by topology,GPT-4o-mini baseline,MultiAgentBench/MARBLE,"GPT-4o, GPT-4o-mini",cooperation,yes,unclear,"Smaller model (GPT-4o-mini) outperforms larger ones in multi-agent setting; suggests model size alone doesn't determine MAS effectiveness"
